1, 24, 0.10628962516784668, 0.10631155967712402, 23, 23, 0.9999793, 0.0, 0.0, 0.343315452337265, 0.343315452337265, 0.0, 0.0, 'Random', 0.001
2, 91, 0.21658945083618164, 0.32363271713256836, 67, 90, 0.999919, 1.0, 0.5, 0.35319074988365173, 0.3482531011104584, 0.0, 0.0, 'Random', 0.001
3, 114, 0.07530617713928223, 0.3996243476867676, 23, 113, 0.9998983, 0.0, 0.3333333333333333, 0.3401496708393097, 0.34555195768674213, 0.0, 0.0, 'Random', 0.001
4, 232, 0.43562889099121094, 0.8359551429748535, 118, 231, 0.9997921, 2.0, 0.75, 0.3448157012462616, 0.345367893576622, 0.0, 0.0, 'Random', 0.001
5, 255, 0.07815432548522949, 0.9149646759033203, 23, 254, 0.9997714, 0.0, 0.6, 0.3357892632484436, 0.34345216751098634, 0.0, 0.0, 'Random', 0.001
6, 353, 0.363802433013916, 1.2792978286743164, 98, 352, 0.9996832, 2.0, 0.8333333333333334, 0.3604578375816345, 0.34628644585609436, 0.0, 0.0, 'Random', 0.001
7, 376, 0.07765793800354004, 1.3576667308807373, 23, 375, 0.9996625, 0.0, 0.7142857142857143, 0.323596328496933, 0.34304500051907133, 0.0, 0.0, 'Random', 0.001
8, 397, 0.07178282737731934, 1.4301624298095703, 21, 396, 0.9996436, 0.0, 0.625, 0.3227498233318329, 0.3405081033706665, 0.0, 0.0, 'Random', 0.001
9, 420, 0.08003020286560059, 1.5108857154846191, 23, 419, 0.9996229, 0.0, 0.5555555555555556, 0.3308141827583313, 0.339431001080407, 0.0, 0.0, 'Random', 0.001
10, 441, 0.07423257827758789, 1.5858352184295654, 21, 440, 0.999604, 0.0, 0.5, 0.34595298767089844, 0.34008319973945617, 0.0, 0.0, 'Random', 0.001
11, 464, 0.12093853950500488, 1.7072646617889404, 23, 463, 0.9995833, 0.0, 0.45454545454545453, 0.34897610545158386, 0.34089164571328595, 0.0, 0.0, 'Random', 0.001
12, 485, 0.09100699424743652, 1.800248146057129, 21, 484, 0.9995644, 0.0, 0.4166666666666667, 0.3365236818790436, 0.3405276487270991, 0.0, 0.0, 'Random', 0.001
13, 508, 0.08270263671875, 1.8837428092956543, 23, 507, 0.9995437, 0.0, 0.38461538461538464, 0.3373853266239166, 0.3402859316422389, 0.0, 0.0, 'Random', 0.001
14, 531, 0.0781865119934082, 1.9628000259399414, 23, 530, 0.999523, 0.0, 0.35714285714285715, 0.3423415422439575, 0.3404327609709331, 0.0, 0.0, 'Random', 0.001
15, 554, 0.0749809741973877, 2.038393020629883, 23, 553, 0.9995023, 0.0, 0.3333333333333333, 0.3596384823322296, 0.34171314239501954, 0.0, 0.0, 'Random', 0.001
16, 577, 0.08830952644348145, 2.1273703575134277, 23, 576, 0.9994816, 0.0, 0.3125, 0.3373584747314453, 0.34144097566604614, 0.0, 0.0, 'Random', 0.001
17, 598, 0.06755256652832031, 2.195521116256714, 21, 597, 0.9994627, 0.0, 0.29411764705882354, 0.3376051187515259, 0.3412153370240155, 0.0, 0.0, 'Random', 0.001
18, 648, 0.16090726852416992, 2.357175588607788, 50, 647, 0.9994177, 1.0, 0.3333333333333333, 0.3508225381374359, 0.34174907041920555, 0.0, 0.0, 'Random', 0.001
